Age,Gender,Education Level,Job Title,Years of Experience,Salary,Country,Race,Currency_Type
29,Female,Bachelor's Degree,Digital Marketing Specialist,4,65000,China,Chinese,CNY
33,Male,Bachelor's Degree,Marketing Manager,9,130000,Canada,Black,CAD
24,Female,High School,Sales Associate,0,25000,UK,Asian,GBP
30,Male,Master's Degree,Financial Analyst,6,100000,Australia,Asian,AUD
26,Female,Bachelor's Degree,Social Media Manager,3,55000,UK,Asian,GBP
32,Male,PhD,Research Scientist,10,150000,USA,Hispanic,USD
22,Female,High School,Receptionist,0,25000,UK,Asian,GBP
37,Male,Bachelor's Degree,Product Manager,13,160000,Canada,Black,CAD
38,Female,Master's Degree,Marketing Manager,14,170000,Canada,Asian,CAD
27,Male,Bachelor's Degree,Junior Software Engineer,1,55000,China,White,CNY
31,Female,Bachelor's Degree,Marketing Coordinator,4,65000,Australia,Australian,AUD
29,Male,Bachelor's Degree,Product Designer,3,60000,UK,Welsh,GBP
34,Female,PhD,Research Director,11,160000,China,White,CNY
26,Male,Bachelor's Degree,Marketing Analyst,2,50000,USA,White,USD
31,Female,Master's Degree,Financial Manager,8,120000,Australia,Asian,AUD
27,Male,Bachelor's Degree,Junior Software Engineer,1,55000,China,White,CNY
31,Female,Bachelor's Degree,Marketing Coordinator,4,65000,China,Korean,CNY
29,Male,Bachelor's Degree,Product Designer,3,60000,China,Chinese,CNY
34,Female,PhD,Research Director,11,160000,Australia,Asian,AUD
26,Male,Bachelor's Degree,Marketing Analyst,2,50000,UK,Asian,GBP
31,Female,Master's Degree,Financial Manager,8,120000,UK,White,GBP
27,Male,Bachelor's Degree,Software Engineer,3,85000,China,White,CNY
35,Female,Master's Degree,Marketing Director,11,160000,USA,White,USD
24,Male,Bachelor's Degree,Financial Analyst,1,55000,UK,White,GBP
28,Female,PhD,Data Scientist,5,100000,China,White,CNY
32,Male,Bachelor's Degree,Project Manager,8,120000,China,Chinese,CNY
26,Female,Bachelor's Degree,Graphic Designer,2,50000,Canada,Black,CAD
41,Male,Master's Degree,Senior Software Engineer,19,185000,Canada,Asian,CAD
29,Female,Bachelor's Degree,Digital Marketing Specialist,4,65000,China,Korean,CNY
33,Male,Bachelor's Degree,Marketing Manager,9,130000,UK,Asian,GBP
24,Female,High School,Sales Associate,0,25000,Canada,Black,CAD
30,Male,Master's Degree,Financial Analyst,6,100000,Australia,White,AUD
26,Female,Bachelor's Degree,Social Media Manager,3,55000,Canada,White,CAD
32,Male,PhD,Research Scientist,10,150000,USA,Hispanic,USD
22,Female,High School,Receptionist,0,25000,Canada,Asian,CAD
37,Male,Bachelor's Degree,Product Manager,13,160000,UK,Mixed,GBP
38,Female,Master's Degree,Marketing Manager,14,170000,Australia,Asian,AUD
27,Male,Bachelor's Degree,Junior Software Engineer,1,55000,Canada,Asian,CAD
31,Female,Bachelor's Degree,Marketing Coordinator,4,65000,Canada,Asian,CAD
29,Male,Bachelor's Degree,Product Designer,3,60000,Australia,Australian,AUD
34,Female,PhD,Research Director,11,160000,Canada,White,CAD
26,Male,Bachelor's Degree,Marketing Analyst,2,50000,USA,Hispanic,USD
31,Female,Master's Degree,Financial Manager,8,120000,Australia,Asian,AUD
27,Male,Bachelor's Degree,Junior Software Engineer,1,55000,Australia,Asian,AUD
31,Female,Bachelor's Degree,Marketing Coordinator,4,65000,UK,Asian,GBP
29,Male,Bachelor's Degree,Product Designer,3,60000,UK,Mixed,GBP
34,Female,PhD,Research Director,11,160000,USA,Hispanic,USD
26,Male,Bachelor's Degree,Marketing Analyst,2,50000,USA,Asian,USD
31,Female,Master's Degree,Financial Manager,8,120000,Australia,Australian,AUD
27,Male,Bachelor's Degree,Software Engineer,3,85000,Australia,White,AUD
35,Female,Master's Degree,Marketing Director,11,160000,UK,White,GBP
24,Male,Bachelor's Degree,Financial Analyst,1,55000,UK,Mixed,GBP
28,Female,PhD,Data Scientist,5,100000,UK,White,GBP
32,Male,Bachelor's Degree,Project Manager,8,120000,Australia,White,AUD
26,Female,Bachelor's Degree,Graphic Designer,2,50000,Australia,Australian,AUD
41,Male,Master's Degree,Senior Software Engineer,19,185000,Australia,Asian,AUD
29,Female,Bachelor's Degree,Digital Marketing Specialist,4,65000,Australia,Australian,AUD
33,Male,Bachelor's Degree,Marketing Manager,9,130000,Canada,White,CAD
24,Female,High School,Sales Associate,0,25000,Canada,Asian,CAD
30,Male,Master's Degree,Financial Analyst,6,100000,China,Korean,CNY
26,Female,Bachelor's Degree,Social Media Manager,3,55000,China,White,CNY
32,Male,PhD,Research Scientist,10,150000,Canada,Black,CAD
22,Female,High School,Receptionist,0,25000,Australia,Australian,AUD
37,Male,Bachelor's Degree,Product Manager,13,160000,UK,Welsh,GBP
38,Female,Master's Degree,Marketing Manager,14,170000,UK,White,GBP
27,Male,Bachelor's Degree,Junior Software Engineer,1,55000,Australia,Asian,AUD
31,Female,Bachelor's Degree,Marketing Coordinator,4,65000,China,Chinese,CNY
29,Male,Bachelor's Degree,Product Designer,3,60000,USA,Hispanic,USD
34,Female,PhD,Research Director,11,160000,Australia,Australian,AUD
26,Male,Bachelor's Degree,Marketing Analyst,2,50000,UK,Mixed,GBP
31,Female,Master's Degree,Financial Manager,8,120000,UK,Asian,GBP
27,Male,Bachelor's Degree,Junior Software Engineer,1,55000,USA,African American,USD
31,Female,Bachelor's Degree,Marketing Coordinator,4,65000,USA,Hispanic,USD
29,Male,Bachelor's Degree,Product Designer,3,60000,USA,Asian,USD
34,Female,PhD,Research Director,11,160000,Canada,Black,CAD
26,Male,Bachelor's Degree,Marketing Analyst,2,50000,UK,Asian,GBP
31,Female,Master's Degree,Financial Manager,8,120000,USA,Asian,USD
27,Male,Bachelor's Degree,Software Engineer,3,85000,China,Chinese,CNY
35,Female,Master's Degree,Marketing Director,11,160000,Canada,Black,CAD
24,Male,Bachelor's Degree,Financial Analyst,1,55000,UK,Mixed,GBP
28,Female,PhD,Data Scientist,5,100000,UK,White,GBP
32,Male,Bachelor's Degree,Project Manager,8,120000,Australia,Asian,AUD
26,Female,Bachelor's Degree,Graphic Designer,2,50000,China,Chinese,CNY
41,Male,Master's Degree,Senior Software Engineer,19,185000,USA,Hispanic,USD
29,Female,Bachelor's Degree,Digital Marketing Specialist,4,65000,Canada,Black,CAD
33,Male,Bachelor's Degree,Marketing Manager,9,130000,Australia,White,AUD
24,Female,High School,Sales Associate,0,25000,USA,White,USD
30,Male,Master's Degree,Financial Analyst,6,100000,USA,White,USD
26,Female,Bachelor's Degree,Social Media Man,7,100000,USA,African American,USD
31,Male,Bachelor's Degree,Software Engineer,7,120000,Australia,White,AUD
26,Female,Bachelor's Degree,Graphic Designer,2,50000,USA,White,USD
33,Male,Master's Degree,Marketing Manager,9,130000,USA,White,USD
29,Female,High School,Customer Service Representative,3,35000,UK,Welsh,GBP
36,Male,PhD,Research Scientist,13,160000,UK,White,GBP
27,Female,Bachelor's Degree,Marketing Coordinator,2,50000,China,Korean,CNY
31,Male,Bachelor's Degree,Project Manager,6,100000,USA,White,USD
28,Female,Master's Degree,Financial Analyst,4,80000,UK,Welsh,GBP
25,Male,Bachelor's Degree,Software Engineer,1,60000,Canada,Asian,CAD
30,Female,Bachelor's Degree,Sales Manager,5,90000,USA,Asian,USD
34,Male,PhD,Research Director,11,170000,UK,Mixed,GBP
28,Female,Bachelor's Degree,Marketing Analyst,3,60000,Canada,White,CAD
32,Male,Bachelor's Degree,Product Manager,7,120000,Canada,Black,CAD
24,Female,High School,Receptionist,0,25000,Australia,Australian,AUD
37,Male,Master's Degree,Marketing Director,14,180000,Canada,Black,CAD
39,Female,Bachelor's Degree,Financial Manager,16,200000,Australia,Asian,AUD
26,Male,Bachelor's Degree,Product Designer,2,50000,Australia,Australian,AUD
31,Female,PhD,Data Scientist,8,140000,Australia,White,AUD
29,Male,Bachelor's Degree,Marketing Analyst,4,70000,Australia,White,AUD
33,Female,Master's Degree,Marketing Manager,9,130000,China,White,CNY
27,Male,Bachelor's Degree,Software Engineer,3,80000,China,Korean,CNY
36,Female,PhD,Research Scientist,12,160000,UK,Mixed,GBP
25,Male,Bachelor's Degree,Product Manager,1,55000,USA,Asian,USD
30,Female,Bachelor's Degree,Marketing Coordinator,5,85000,USA,African American,USD
34,Male,PhD,Research Director,11,170000,USA,Asian,USD
28,Female,Bachelor's Degree,Marketing Analyst,3,60000,Canada,Black,CAD
32,Male,Bachelor's Degree,Product Manager,7,120000,China,Korean,CNY
24,Female,High School,Receptionist,0,25000,Australia,Asian,AUD
37,Male,Master's Degree,Marketing Director,14,180000,Australia,White,AUD
39,Female,Bachelor's Degree,Financial Manager,16,200000,USA,White,USD
26,Male,Bachelor's Degree,Product Designer,2,50000,USA,Asian,USD
31,Female,PhD,Data Scientist,8,140000,China,White,CNY
29,Male,Bachelor's Degree,Marketing Analyst,4,70000,China,White,CNY
33,Female,Master's Degree,Marketing Manager,9,130000,Canada,Black,CAD
27,Male,Bachelor's Degree,Software Engineer,3,80000,USA,White,USD
36,Female,PhD,Research Scientist,12,160000,USA,White,USD
25,Male,Bachelor's Degree,Product Manager,1,55000,China,Korean,CNY
30,Female,Bachelor's Degree,Marketing Coordinator,5,85000,Canada,Black,CAD
34,Male,PhD,Research Director,11,170000,Canada,Black,CAD
28,Female,Bachelor's Degree,Marketing Analyst,3,60000,UK,Mixed,GBP
32,Male,Bachelor's Degree,Product Manager,7,120000,China,Chinese,CNY
24,Female,High School,Receptionist,0,25000,Australia,Asian,AUD
37,Male,Master's Degree,Marketing Director,14,180000,China,Chinese,CNY
39,Female,Bachelor's Degree,Financial Manager,16,200000,China,Korean,CNY
26,Male,Bachelor's Degree,Product Designer,2,50000,Australia,Asian,AUD
31,Female,PhD,Data Scientist,8,140000,Canada,Black,CAD
29,Male,Bachelor's Degree,Marketing Analyst,4,70000,UK,White,GBP
33,Female,Master's Degree,Marketing Manager,9,130000,USA,White,USD
27,Male,Bachelor's Degree,Software Engineer,3,80000,China,White,CNY
36,Female,PhD,Research Scientist,12,160000,China,Korean,CNY
25,Male,Bachelor's Degree,Product Manager,1,55000,China,Chinese,CNY
30,Female,Bachelor's Degree,Marketing Coordinator,5,85000,Canada,White,CAD
34,Male,PhD,Research Director,11,170000,China,White,CNY
28,Female,Bachelor's Degree,Marketing Analyst,3,60000,Australia,Australian,AUD
32,Male,Bachelor's Degree,Product Manager,7,120000,Australia,White,AUD
24,Female,High School,Receptionist,0,25000,China,Korean,CNY
37,Male,Master's Degree,Marketing Director,14,180000,UK,White,GBP
39,Female,Bachelor's Degree,Financial Manager,16,200000,Australia,White,AUD
26,Male,Bachelor's Degree,Product Designer,2,50000,Australia,White,AUD
31,Female,PhD,Data Scientist,8,140000,UK,Welsh,GBP
29,Male,Bachelor's Degree,Marketing Analyst,4,70000,UK,White,GBP
33,Female,Master's Degree,Marketing Manager,9,130000,China,Korean,CNY
27,Male,Bachelor's Degree,Software Engineer,3,80000,Canada,Asian,CAD
36,Female,PhD,Research Scientist,12,160000,UK,White,GBP
25,Male,Bachelor's Degree,Product Manager,1,55000,China,Chinese,CNY
30,Female,Bachelor's Degree,Marketing Coordinator,5,85000,UK,Asian,GBP
34,Male,PhD,Research Director,11,170000,Canada,White,CAD
28,Female,Bachelor's Degree,Marketing Analyst,3,60000,USA,Asian,USD
32,Male,Bachelor's Degree,Product Manager,7,120000,Australia,Asian,AUD
24,Female,High School,Receptionist,0,25000,USA,Asian,USD
37,Male,Master's Degree,Marketing Director,14,180000,China,Chinese,CNY
39,Female,Bachelor's Degree,Financial Manager,16,200000,Canada,White,CAD
26,Male,Bachelor's Degree,Product Designer,2,50000,Canada,Black,CAD
31,Female,PhD,Data Scientist,8,140000,Australia,White,AUD
29,Male,Bachelor's Degree,Marketing Analyst,4,70000,Canada,White,CAD
33,Female,Master's Degree,Marketing Manager,9,130000,USA,African American,USD
27,Male,Bachelor's Degree,Software Engineer,3,80000,USA,Hispanic,USD
36,Female,PhD,Research Scientist,12,160000,China,White,CNY
25,Male,Bachelor's Degree,Product Manager,1,55000,UK,Asian,GBP
30,Female,Bachelor's Degree,Marketing Coordinator,5,85000,China,Chinese,CNY
34,Male,PhD,Research Director,11,170000,UK,White,GBP
28,Female,Bachelor's Degree,Marketing Analyst,3,60000,China,Chinese,CNY
32,Male,Bachelor's Degree,Product Manager,7,120000,Australia,White,AUD
24,Female,High School,Receptionist,0,25000,Canada,White,CAD
37,Male,Master's Degree,Marketing Director,14,180000,Canada,Black,CAD
39,Female,Bachelor's Degree,Financial Manager,16,200000,Canada,White,CAD
26,Male,Bachelor's Degree,Product Designer,2,50000,Australia,Australian,AUD
31,Female,PhD,Data Scientist,8,140000,UK,Mixed,GBP
29,Male,Bachelor's Degree,Marketing Analyst,4,70000,USA,White,USD
33,Female,Master's Degree,Marketing Manager,9,130000,China,White,CNY
27,Male,Bachelor's Degree,Software Engineer,3,80000,China,Korean,CNY
36,Female,PhD,Research Scientist,12,160000,Canada,White,CAD
25,Male,Bachelor's Degree,Product Manager,1,55000,Canada,White,CAD
30,Female,Bachelor's Degree,Marketing Coordinator,5,85000,China,Korean,CNY
34,Male,PhD,Research Director,11,170000,China,White,CNY
28,Female,Bachelor's Degree,Marketing Analyst,3,60000,Canada,Asian,CAD
32,Male,Bachelor's Degree,Product Manager,7,120000,USA,White,USD
24,Female,High School,Receptionist,0,25000,UK,Welsh,GBP
37,Male,Master's Degree,Marketing Director,14,180000,USA,African American,USD
39,Female,Bachelor's Degree,Financial Manager,16,200000,China,Chinese,CNY
26,Male,Bachelor's Degree,Product Designer,2,50000,UK,White,GBP
31,Female,PhD,Data Scientist,8,140000,China,Korean,CNY
29,Male,Bachelor's Degree,Marketing Analyst,4,70000,China,Korean,CNY
33,Female,Master's Degree,Marketing Manager,9,130000,Canada,Black,CAD
27,Male,Bachelor's Degree,Software Engineer,3,80000,UK,Mixed,GBP
36,Female,PhD,Research Scientist,12,160000,China,Korean,CNY
25,Male,Bachelor's Degree,Product Manager,1,55000,Canada,Black,CAD
30,Female,Bachelor's Degree,Marketing Coordinator,5,85000,Australia,White,AUD
34,Male,PhD,Research Director,11,170000,UK,Welsh,GBP
28,Female,Bachelor's Degree,Marketing Analyst,3,60000,UK,Mixed,GBP
32,Male,Bachelor's Degree,Product Manager,7,120000,Canada,Black,CAD
24,Female,High School,Receptionist,0,25000,Canada,Asian,CAD
37,Male,Master's Degree,Marketing Director,14,180000,Canada,Black,CAD
39,Female,Bachelor's Degree,Financial Manager,16,200000,China,White,CNY
26,Male,Bachelor's Degree,Product Designer,2,50000,USA,Hispanic,USD
31,Female,PhD,Data Scientist,8,140000,China,White,CNY
29,Male,Bachelor's Degree,Marketing Analyst,4,70000,USA,Hispanic,USD
33,Female,Master's Degree,Marketing Manager,9,130000,USA,Hispanic,USD
27,Male,Bachelor's Degree,Software Engineer,3,80000,USA,Asian,USD
36,Female,PhD,Research Scientist,12,160000,Australia,Australian,AUD
25,Male,Bachelor's Degree,Product Manager,1,55000,Australia,Asian,AUD
30,Female,Bachelor's Degree,Marketing Coordinator,5,85000,Canada,Asian,CAD
34,Male,PhD,Research Director,11,170000,China,Korean,CNY
28,Female,Bachelor's Degree,Marketing Analyst,3,60000,Canada,Asian,CAD
32,Male,Bachelor's Degree,Product Manager,7,120000,China,Chinese,CNY
24,Female,High School,Receptionist,0,25000,Canada,White,CAD
37,Male,Master's Degree,Marketing Director,14,180000,USA,African American,USD
28,Female,Bachelor's Degree,Marketing Coordinator,3,60000,UK,Welsh,GBP
33,Male,Master's Degree,Software Engineer,9,120000,Canada,Black,CAD
26,Female,Bachelor's Degree,Graphic Designer,1,45000,Australia,Australian,AUD
29,Male,Bachelor's Degree,Product Manager,5,80000,Australia,White,AUD
35,Female,PhD,Research Scientist,11,150000,UK,White,GBP
27,Male,Bachelor's Degree,Software Engineer,2,65000,Australia,White,AUD
31,Female,Bachelor's Degree,Marketing Manager,7,100000,UK,Mixed,GBP
28,Male,Master's Degree,Financial Analyst,4,90000,Canada,Asian,CAD
24,Female,Bachelor's Degree,Marketing Analyst,0,40000,UK,White,GBP
30,Male,Bachelor's Degree,Project Manager,6,110000,Australia,Australian,AUD
34,Female,PhD,Research Director,12,170000,UK,Asian,GBP
27,Male,Bachelor's Degree,Software Engineer,3,75000,Canada,White,CAD
33,Female,Master's Degree,Marketing Manager,8,120000,USA,Asian,USD
29,Male,Bachelor's Degree,Marketing Analyst,4,70000,USA,Hispanic,USD
25,Female,High School,Customer Service Representative,1,30000,Canada,White,CAD
36,Male,PhD,Research Scientist,13,180000,China,White,CNY
39,Female,Bachelor's Degree,Financial Manager,15,200000,UK,Mixed,GBP
26,Male,Bachelor's Degree,Product Designer,1,50000,USA,White,USD
31,Female,PhD,Data Scientist,8,140000,USA,Asian,USD
28,Male,Bachelor's Degree,Marketing Analyst,3,65000,UK,Mixed,GBP
32,Female,Bachelor's Degree,Product Manager,7,110000,Australia,Australian,AUD
24,Male,High School,Delivery Driver,0,28000,UK,White,GBP
37,Male,Master's Degree,Marketing Director,14,190000,Canada,Black,CAD
39,Female,Bachelor's Degree,Financial Manager,16,210000,UK,Mixed,GBP
26,Male,Bachelor's Degree,Product Designer,2,55000,China,Chinese,CNY
31,Female,PhD,Data Scientist,8,140000,UK,Asian,GBP
29,Male,Bachelor's Degree,Marketing Analyst,4,70000,Canada,Black,CAD
33,Female,Master's Degree,Marketing Manager,9,130000,UK,Asian,GBP
27,Male,Bachelor's Degree,Software Engineer,3,80000,USA,Hispanic,USD
36,Female,PhD,Research Scientist,12,170000,Australia,Australian,AUD
25,Male,Bachelor's Degree,Product Manager,1,60000,USA,White,USD
30,Female,Bachelor's Degree,Marketing Coordinator,5,90000,USA,White,USD
34,Male,PhD,Research Director,11,160000,USA,Hispanic,USD
28,Female,Bachelor's Degree,Marketing Analyst,3,60000,China,White,CNY
32,Male,Bachelor's Degree,Product Manager,7,120000,Canada,Asian,CAD
24,Female,High School,Receptionist,0,25000,USA,Hispanic,USD
37,Male,Master's Degree,Marketing Director,14,190000,China,Korean,CNY
39,Female,Bachelor's Degree,Financial Manager,16,200000,Australia,Australian,AUD
26,Male,Bachelor's Degree,Product Designer,2,55000,USA,Hispanic,USD
31,Female,PhD,Data Scientist,8,140000,UK,Asian,GBP
29,Male,Bachelor's Degree,Marketing Analyst,4,70000,China,Chinese,CNY
33,Female,Master's Degree,Marketing Manager,9,130000,Canada,Black,CAD
27,Male,Bachelor's Degree,Software Engineer,3,80000,Australia,Australian,AUD
36,Female,PhD,Research Scientist,12,170000,China,White,CNY
25,Male,Bachelor's Degree,Product Manager,1,60000,UK,White,GBP
30,Female,Bachelor's Degree,Marketing Coordinator,5,90000,Canada,Black,CAD
34,Male,PhD,Research Director,11,160000,China,Chinese,CNY
28,Female,Bachelor's Degree,Marketing Analyst,3,60000,UK,Welsh,GBP
32,Male,Bachelor's Degree,Product Manager,7,120000,China,Korean,CNY
24,Female,High School,Receptionist,0,25000,Australia,White,AUD
37,Male,Master's Degree,Marketing Director,14,190000,Australia,White,AUD
39,Female,Bachelor's Degree,Financial Manager,16,200000,USA,Asian,USD
26,Male,Bachelor's Degree,Product Designer,2,55000,Canada,White,CAD
31,Female,PhD,Data Scientist,8,140000,China,Chinese,CNY
29,Male,Bachelor's Degree,Marketing Analyst,4,70000,Canada,Asian,CAD
33,Female,Master's Degree,Marketing Manager,9,130000,China,White,CNY
